Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Mauritius,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",33.04,26.45,13.384,7.452,5.525,8.321,4.336,0.719,3.6,13.61,10.705,12.817,2.857,15.288,7.335,6.026,6.553,6.831,6.808,6.882,4.217,5.391,6.414,2.686,4.71,4.937,8.914,8.825,9.723,2.524,2.924,6.532,3.86,3.535,3.224,1.275,0.999,3.675,3.231,0.864,2.34,2.838,3.09,3.215,3.278,2018
Mauritius,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No. Data refer to calendar years Frequency of source data: Monthly Base year: 2017 Primary domestic currency: Mauritian rupee Data last updated: 09/2019,10.424,12.044,13.599,14.259,15.257,16.335,16.793,16.995,18.403,21.047,23.244,25.235,26.845,30.868,32.717,34.685,37.269,39.157,42.699,44.787,46.917,49.255,51.784,53.81,56.824,59.047,66.064,71.757,76.621,77.749,82.551,86.521,89.272,92.899,93.121,94.314,96.507,100.629,102.4,104.47,107.24,110.453,113.953,117.662,121.542,2018
Mauritius,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,15.546,12.909,4.856,6.994,7.067,2.805,1.204,8.283,14.366,10.44,8.567,6.379,14.987,5.988,6.017,7.449,5.066,9.047,4.89,4.757,4.983,5.133,3.912,5.601,3.913,11.883,8.617,6.779,1.472,6.177,4.81,3.179,4.063,0.239,1.281,2.325,4.271,1.76,2.021,2.652,2.996,3.168,3.255,3.298,2018
Mauritius,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018. Preliminary data BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Mauritian rupee Data last updated: 09/2019",-0.117,-0.147,-0.041,-0.019,-0.051,-0.03,0.094,0.065,-0.056,-0.104,-0.119,-0.017,--,-0.092,-0.232,-0.022,0.034,-0.089,0.003,-0.124,-0.034,0.276,0.249,0.095,-0.116,-0.324,-0.612,-0.423,-0.971,-0.654,-1.003,-1.555,-0.834,-0.753,-0.694,-0.42,-0.491,-0.611,-0.821,-1.036,-0.971,-0.867,-0.905,-0.923,-0.939,2018
Mauritius,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.561,-12.619,-3.684,-1.619,-4.671,-2.666,6.292,3.437,-2.559,-4.59,-4.408,-0.558,-0.004,-2.663,-6.051,-0.499,0.75,-2.092,0.077,-2.738,-0.703,5.728,4.933,1.569,-1.683,-4.789,-8.704,-5.191,-9.721,-7.168,-10.025,-13.498,-7.146,-6.21,-5.417,-3.592,-4.013,-4.606,-5.78,-7.2,-6.536,-5.488,-5.369,-5.159,-4.955,2018
Mozambique,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.091,0.062,0.069,0.075,0.085,0.11,0.121,0.334,0.478,0.678,1.219,1.327,1.719,2.484,3.67,5.384,7.034,7.559,7.873,8.441,9.068,10.168,11.458,11.834,12.344,12.655,13.244,14.008,14.837,14.884,15.837,16.03,16.649,17.003,17.133,17.7,19.606,21.719,22.368,23.308,24.677,25.701,26.582,27.493,28.433,2018
Mozambique,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Instituto Nacional de Estadistica (INE). Latest actual data: 2018. June 2019 is latest actual Harmonized prices: No Frequency of source data: Monthly Base year: 2016. We are replacing CPI with National CPI, as before it used to be Maputo only CPI - Backward inflation for Maputo has been applied to the historical period. Authorities report CPI index as average Jan-Dec 2016=100. Primary domestic currency: Mozambican metical Data last updated: 08/2019",0.058,0.061,0.072,0.092,0.119,0.156,0.219,0.579,0.918,1.305,1.876,2.499,3.626,5.158,8.414,12.424,18.449,19.807,20.101,20.679,23.308,25.42,29.682,33.676,37.931,40.369,45.716,49.447,56.618,58.763,66.065,73.442,75.353,78.564,80.576,83.437,100.001,115.114,119.617,126.278,135.902,143.999,151.92,160.277,169.094,2018
Mozambique,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2,4.2,17.695,28.198,30.044,30.785,40.491,164.115,58.507,42.076,43.723,33.258,45.076,42.255,63.123,47.668,48.491,7.36,1.487,2.874,12.713,9.061,16.769,13.455,12.634,6.428,13.245,8.161,14.503,3.789,12.426,11.167,2.602,4.261,2.56,3.551,19.853,15.113,3.911,5.569,7.621,5.958,5.501,5.501,5.501,2018
Mozambique,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office. Instituto Nacional de Estadistica (INE). Latest actual data: 2018. June 2019 is latest actual Harmonized prices: No Frequency of source data: Monthly Base year: 2016. We are replacing CPI with National CPI, as before it used to be Maputo only CPI - Backward inflation for Maputo has been applied to the historical period. Authorities report CPI index as average Jan-Dec 2016=100. Primary domestic currency: Mozambican metical Data last updated: 08/2019",0.062,0.068,0.084,0.109,0.141,0.189,0.267,0.763,1.155,1.482,2.181,2.948,4.555,6.543,10.244,16.036,19.137,20.323,20.129,21.38,23.826,29.052,31.701,36.08,39.352,43.739,47.839,52.749,58.982,60.314,70.833,75.182,76.697,79.41,80.94,89.483,110.66,116.91,121.03,131.317,139.853,147.546,155.663,164.226,173.26,2018
Mozambique,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,9.521,23.339,29.701,29.79,33.893,41.397,185.325,51.327,28.38,47.099,35.214,54.5,43.638,56.558,56.537,19.343,6.197,-0.956,6.216,11.438,21.935,9.119,13.815,9.067,11.148,9.374,10.264,11.817,2.258,17.44,6.14,2.016,3.537,1.927,10.554,23.666,5.648,3.524,8.5,6.5,5.501,5.501,5.501,5.501,2018
Mozambique,Current account balance,U.S. dollars,Billions,"Source: Central Bank. Data provided by Bank de Mozambique (BOM). Latest actual data: 2018. Preliminary Notes: Data prior to 1992 cannot be confirmed by national sources at this time. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Mozambican metical Data last updated: 08/2019",-0.367,-0.407,-0.497,-0.415,-0.308,-0.301,-0.409,-0.389,-0.359,-0.46,-0.517,-0.554,-0.501,-0.609,-0.648,-0.464,-0.561,-0.438,-0.774,-0.855,-0.697,-0.649,-0.869,-0.817,-0.479,-0.761,-0.755,-0.786,-1.147,-1.226,-1.679,-3.329,-6.79,-6.875,-6.437,-5.968,-4.247,-2.512,-4.371,-8.748,-11.142,-11.245,-14.38,-13.116,-9.526,2018
Mozambique,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.698,-9.565,-11.42,-10.665,-7.603,-5.616,-6.504,-13.673,-14.347,-17.625,-12.35,-16.965,-22.404,-26.282,-25.806,-18.045,-16.181,-10.644,-16.398,-16.539,-14.933,-14.218,-17.464,-14.716,-7.102,-10.014,-9.097,-8.305,-9.928,-10.907,-16.061,-25.35,-44.736,-42.938,-38.154,-40.328,-38.978,-19.96,-30.366,-57.96,-66.737,-62.895,-75.559,-61.644,-39.318,2018
Namibia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.318,1.299,1.267,1.383,1.607,1.664,1.87,1.969,2.001,2.22,2.751,2.96,3.169,3.166,3.307,3.315,3.622,3.879,4.22,4.48,4.586,4.663,5.165,5.522,5.761,5.813,6.293,6.779,7.046,7.23,7.458,7.684,7.934,8.213,8.478,2018
Namibia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2012. December=100 Primary domestic currency: Namibia dollar Data last updated: 08/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.23,17.288,21.014,22.974,25.744,28.607,31.097,34.107,36.364,39.775,43.838,48.315,54.459,58.389,60.804,62.191,65.277,69.551,75.876,83.048,87.097,91.456,97.604,103.071,108.583,112.271,119.823,127.189,132.65,139.017,146.663,154.73,163.24,172.218,181.69,2018
Namibia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.512,21.551,9.329,12.056,11.123,8.704,9.679,6.617,9.382,10.215,10.212,12.716,7.215,4.137,2.282,4.961,6.548,9.095,9.452,4.875,5.006,6.722,5.601,5.348,3.396,6.727,6.147,4.294,4.8,5.5,5.5,5.5,5.5,5.5,2018
Namibia,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2012. December=100 Primary domestic currency: Namibia dollar Data last updated: 08/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.808,19.301,21.642,23.977,27.02,29.342,32.049,34.414,37.678,40.905,45.85,49.997,57.123,58.595,61.075,63.265,67.082,70.787,78.69,84.927,87.526,94,100,104.894,109.754,113.811,122.117,128.427,135.04,141.522,149.306,157.518,166.181,175.321,184.964,2018
Namibia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.099,12.127,10.791,12.693,8.591,9.227,7.38,9.485,8.564,12.09,9.044,14.254,2.576,4.233,3.585,6.033,5.523,11.165,7.926,3.06,7.397,6.383,4.894,4.634,3.696,7.298,5.167,5.15,4.8,5.5,5.5,5.5,5.5,5.5,2018
Namibia,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Namibia dollar Data last updated: 08/2019",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.028,0.105,0.05,0.11,0.085,0.176,0.116,0.09,0.162,-0.028,0.192,0.011,0.086,0.266,0.446,0.333,1.082,0.749,-0.009,-0.131,-0.39,-0.379,-0.742,-0.511,-1.376,-1.46,-1.74,-0.684,-0.301,-0.586,-0.338,-0.586,-0.694,-0.741,-0.831,2018
Namibia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.971,3.682,1.651,3.812,2.623,5.022,3.313,2.486,5.033,-0.816,4.897,0.297,2.548,5.388,6.745,4.593,13.557,8.578,-0.112,-1.47,-3.462,-3.047,-5.703,-4.013,-10.753,-12.405,-15.418,-5.046,-2.076,-4.076,-2.263,-3.75,-4.197,-4.211,-4.481,2018
Niger,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",170.716,173.896,180.155,186.887,201.483,183.783,172.589,171.287,156.683,152.882,145.009,133.112,131.577,128.349,166.772,176.641,181.094,186.119,188.579,185.81,187.903,190.727,193.001,188.649,184.766,191.897,188.905,191.983,202.424,213.103,216.048,221.087,227.286,226.802,222.444,222.39,220.64,216.321,216.631,210.109,210.588,210.586,209.322,209.245,209.151,2018
Niger,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2014 Primary domestic currency: CFA franc Data last updated: 08/2019,34.55,42.946,47.413,48.181,52.234,51.675,49.998,46.679,46.958,46.574,45.631,46.315,43.577,43.435,58.869,65.261,68.745,70.759,73.975,72.287,74.395,77.298,79.361,77.86,78.301,84.427,84.472,84.52,94.066,98.109,95.376,98.184,98.64,100.901,99.956,100.961,101.14,101.337,104.113,102.709,104.981,107.08,109.222,111.407,113.635,2018
Niger,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7.325,24.3,10.4,1.621,8.412,-1.07,-3.245,-6.639,0.599,-0.818,-2.026,1.5,-5.911,-0.327,35.534,10.859,5.339,2.928,4.546,-2.282,2.916,3.903,2.669,-1.891,0.567,7.823,0.054,0.057,11.294,4.298,-2.786,2.944,0.465,2.292,-0.937,1.006,0.177,0.195,2.74,-1.349,2.212,2,2,2,2,2018
Niger,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2014 Primary domestic currency: CFA franc Data last updated: 08/2019,40.813,50.463,50.275,53.57,53.852,51.169,49.004,49.098,46.838,47.591,46.367,43.166,42.037,43.496,61.149,65.823,68.214,71.02,73.404,72.026,75.358,77.754,78.204,76.922,79.918,83.242,83.543,87.452,99.38,96.268,97.633,99.041,99.701,100.839,100.207,102.408,100.188,101.95,103.6,103.984,106.062,108.183,110.347,112.553,114.805,2018
Niger,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,23.645,-0.373,6.554,0.527,-4.983,-4.232,0.192,-4.602,1.608,-2.572,-6.904,-2.617,3.471,40.584,7.644,3.634,4.113,3.357,-1.877,4.626,3.178,0.579,-1.639,3.896,4.158,0.362,4.679,13.64,-3.131,1.418,1.442,0.667,1.141,-0.627,2.197,-2.168,1.759,1.618,0.371,1.998,2,2,2,2,2018
Niger,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 08/2019",-0.276,-0.181,-0.233,-0.062,0.001,-0.064,-0.156,-0.177,-0.23,-0.257,-0.236,-0.176,-0.159,-0.097,-0.126,-0.152,-0.109,-0.133,-0.152,-0.137,-0.104,-0.092,-0.165,-0.219,-0.231,-0.312,-0.314,-0.351,-0.651,-1.32,-1.136,-1.431,-1.022,-1.15,-1.305,-1.486,-1.181,-1.277,-1.681,-1.892,-2.354,-2.209,-1.886,-1.842,-1.839,2018
Niger,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-10.99,-8.36,-11.539,-3.429,0.082,-4.442,-8.191,-7.916,-10.108,-11.786,-9.511,-7.568,-6.788,-4.376,-8.07,-8.636,-5.786,-7.67,-7.694,-7.161,-6.233,-5.084,-7.954,-8.269,-7.961,-9.232,-8.595,-8.189,-12,-24.395,-19.828,-22.308,-14.709,-14.996,-15.833,-20.477,-15.517,-15.69,-18.082,-20.033,-22.75,-19.701,-14.727,-13.241,-12.063,2018
Nigeria,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.709,3.143,4.59,6.109,8.353,13.19,16.249,16.892,18.189,20.629,24.852,26.887,32.176,33.861,38.878,45.301,53.025,55.39,60.151,62.308,69.337,74.378,79.744,82.972,85.263,86.8,94.11,102.641,110.449,119.269,126.408,134.299,142.914,152.09,162.011,2018
Nigeria,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. Harmonized prices: No Frequency of source data: Monthly Base year: 2009. The base period is November 2009 which explains the small discrepancy in 2009. Primary domestic currency: Nigerian naira Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.322,23.689,26.217,28.278,30.149,32.241,38.324,43.262,49.333,56.733,66.864,72.358,76.267,85.099,95.768,108.928,120.719,135.478,146.986,158.815,173.125,200.298,233.352,261.574,291.182,325.346,362.147,403.412,448.361,497.68,2018
Nigeria,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29.291,10.673,7.862,6.618,6.938,18.869,12.883,14.033,15.001,17.856,8.218,5.401,11.581,12.536,13.742,10.825,12.225,8.495,8.048,9.01,15.696,16.502,12.094,11.319,11.733,11.311,11.395,11.142,11,2018
Nigeria,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. Harmonized prices: No Frequency of source data: Monthly Base year: 2009. The base period is November 2009 which explains the small discrepancy in 2009. Primary domestic currency: Nigerian naira Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.965,23.966,26.414,29.561,29.627,33.931,39.528,44.338,54.895,60.389,67.373,73.1,77.93,89.66,102.15,114.22,125.97,141.06,152.29,164.44,180.15,213.56,246.38,274.57,306.634,342.456,381.839,424.986,471.735,523.626,2018
Nigeria,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.314,10.213,11.913,0.224,14.527,16.495,12.169,23.811,10.008,11.565,8.5,6.607,15.052,13.93,11.816,10.287,11.979,7.961,7.978,9.554,18.546,15.368,11.442,11.678,11.682,11.5,11.3,11,11,2018
Nigeria,Current account balance,U.S. dollars,Billions,"Source: Central Bank. IMF Statistics Department Latest actual data: 2018 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Nigerian naira Data last updated: 09/2019",5.178,-6.474,-7.282,-4.332,0.123,2.604,0.211,-0.073,-0.296,1.09,4.988,1.203,2.268,-0.78,-2.128,-2.578,3.507,0.552,-4.244,0.506,7.427,2.478,1.083,3.391,16.841,36.529,36.518,27.648,29.15,13.867,13.111,10.668,17.374,19.049,0.899,-15.763,2.714,10.381,5.334,-1.002,-0.434,-0.727,-1.275,-1.586,-1.395,2018
Nigeria,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.024,2,4.338,-1.374,-2.656,-1.95,2.031,0.294,-2.024,0.88,10.951,3.388,1.152,3.294,12.92,21.533,16.391,10.544,8.826,4.662,3.553,2.576,3.769,3.699,0.158,-3.192,0.669,2.758,1.34,-0.224,-0.088,-0.132,-0.208,-0.232,-0.183,2018
Rwanda,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",54.053,54.704,56.352,55.515,53.064,53.797,49.008,48.417,47.877,53.371,50.594,57.153,59.539,67.415,70.423,106.983,119.31,135.49,137.042,131.059,131.761,130.441,121.849,145.871,160.509,169.94,184.816,201.161,225.495,242.207,245.701,260.751,269.378,273.023,280.026,277.933,290.175,305.715,296.092,303.153,312.116,321.184,330.707,340.526,350.596,2018
Rwanda,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2014. February 2014 Primary domestic currency: Rwandan franc Data last updated: 08/2019,6.797,7.235,8.147,8.687,9.153,9.311,9.209,9.59,9.87,9.972,10.391,12.428,13.608,15.305,18.519,28.883,32.693,36.536,38.897,37.956,39.44,40.765,41.572,44.667,50.019,54.581,59.401,64.795,74.8,82.539,84.442,89.228,94.837,98.841,100.605,103.127,109.03,114.303,115.862,119.927,125.923,132.219,138.83,145.771,153.06,2018
Rwanda,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7.195,6.438,12.613,6.629,5.359,1.729,-1.1,4.146,2.913,1.038,4.202,19.6,9.5,12.468,20.996,55.967,13.193,11.755,6.462,-2.419,3.908,3.359,1.981,7.445,11.98,9.122,8.831,9.081,15.44,10.347,2.306,5.668,6.286,4.223,1.784,2.507,5.723,4.837,1.364,3.508,5,5,5,5,5,2018
Rwanda,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2014. February 2014 Primary domestic currency: Rwandan franc Data last updated: 08/2019,7.169,7.392,8.755,8.911,9.439,9.26,9.479,9.753,9.977,10.05,10.657,12.939,14.814,15.931,22.678,31.908,34.697,40.459,38.049,38.798,41.096,41.006,43.534,46.876,51.681,54.579,61.204,65.231,79.793,84.37,84.561,91.61,95.169,98.638,100.723,105.287,112.956,113.707,114.998,120.748,126.786,133.125,139.781,146.77,154.109,2018
Rwanda,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,3.108,18.428,1.792,5.924,-1.898,2.362,2.895,2.293,0.728,6.048,21.408,14.495,7.536,42.351,40.7,8.743,16.606,-5.956,1.967,5.924,-0.219,6.165,7.677,10.25,5.608,12.138,6.579,22.323,5.737,0.227,8.336,3.885,3.645,2.114,4.531,7.284,0.665,1.135,5,5,5,5,5,5,2018
Rwanda,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Rwandan franc Data last updated: 08/2019",-0.052,-0.072,-0.09,-0.048,-0.041,-0.064,-0.069,-0.135,-0.119,-0.102,-0.085,-0.034,-0.083,-0.129,0.099,0.057,-0.009,-0.062,-0.083,-0.141,-0.094,-0.102,-0.136,-0.105,-0.044,-0.065,-0.139,-0.085,-0.825,-0.611,-0.414,-0.486,-0.733,-0.662,-0.942,-1.106,-1.211,-0.622,-0.738,-0.936,-0.96,-1.003,-1.078,-1.169,-1.272,2018
Rwanda,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.142,-5.023,-5.92,-2.932,-2.657,-3.438,-3.3,-5.796,-4.786,-3.927,-3.397,-1.838,-4.253,-6.863,8.292,4.639,-0.634,-3.445,-4.284,-7.869,-5.492,-6.116,-8.142,-5.692,-2.1,-2.526,-4.351,-2.2,-16.738,-11.204,-7.072,-7.307,-9.867,-8.68,-11.761,-13.34,-14.289,-6.802,-7.764,-9.168,-8.682,-8.337,-8.198,-8.105,-8.05,2018
S„o TomÈ and PrÌncipe,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.024,0.027,0.026,0.025,0.028,0.026,0.033,0.047,0.06,0.081,0.111,0.134,0.183,0.313,0.534,0.785,1.536,2.101,2.41,2.564,2.758,2.726,3.004,3.405,3.699,4.278,4.78,5.317,6.805,7.265,8.077,8.527,9.505,10.343,10.988,11.431,11.892,11.903,12.164,12.393,12.578,12.693,12.817,12.89,12.958,2017
S„o TomÈ and PrÌncipe,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Instituto Nacional de Estatistica de Sao Tome & Principe. Latest actual data: 2017. Up to November 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2015. Nov 2015=100 Primary domestic currency: S„o TomÈ and PrÌncipe dobra Data last updated: 09/2019,0.13,0.145,0.145,0.156,0.161,0.161,0.183,0.229,0.33,0.472,0.671,0.983,1.314,1.649,2.493,3.411,4.845,8.19,11.638,12.92,14.341,15.663,17.25,18.939,21.456,25.136,30.936,36.674,48.409,56.617,64.17,73.361,81.165,87.745,93.883,98.81,104.179,110.11,118.769,129.171,140.721,150.37,155.619,160.287,165.096,2017
S„o TomÈ and PrÌncipe,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",0.216,11.483,0.4,7,3.2,0.1,13.9,25,44.277,42.886,42.248,46.48,33.697,25.5,51.16,36.8,42.047,69.049,42.105,11.011,11.003,9.219,10.13,9.793,13.285,17.152,23.075,18.55,31.996,16.957,13.34,14.323,10.638,8.107,6.995,5.248,5.433,5.693,7.864,8.759,8.941,6.857,3.49,3,3,2017
S„o TomÈ and PrÌncipe,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. Instituto Nacional de Estatistica de Sao Tome & Principe. Latest actual data: 2017. Up to November 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2015. Nov 2015=100 Primary domestic currency: S„o TomÈ and PrÌncipe dobra Data last updated: 09/2019,0.12,0.134,0.134,0.144,0.148,0.148,0.169,0.211,0.298,0.432,0.606,0.926,1.179,1.564,2.744,3.757,5.699,10.286,12.43,13.623,14.931,16.338,17.813,19.59,22.576,26.459,32.957,42.04,52.48,60.923,68.776,76.987,84.999,91.063,96.915,100.752,105.913,114.058,124.374,134.02,147.422,153.319,157.919,162.656,167.536,2017
S„o TomÈ and PrÌncipe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,11.483,0.4,7,3.2,0.1,13.9,25,41.2,44.8,40.4,52.687,27.335,32.698,75.409,36.901,51.716,80.473,20.846,9.6,9.6,9.422,9.031,9.976,15.244,17.195,24.562,27.559,24.834,16.087,12.89,11.939,10.406,7.134,6.426,3.959,5.123,7.69,9.045,7.756,10,4,3,3,3,2017
S„o TomÈ and PrÌncipe,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: S„o TomÈ and PrÌncipe dobra Data last updated: 09/2019",-0.014,-0.02,-0.028,-0.012,-0.017,-0.019,-0.015,-0.012,-0.019,-0.028,-0.03,-0.034,-0.027,-0.03,-0.025,-0.027,-0.024,-0.014,-0.012,-0.012,-0.016,-0.016,-0.017,-0.015,-0.023,-0.026,-0.045,0.123,-0.033,-0.049,-0.045,-0.065,-0.055,-0.044,-0.076,-0.039,-0.023,-0.05,-0.046,-0.049,-0.041,-0.04,-0.043,-0.041,-0.041,2017
S„o TomÈ and PrÌncipe,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-19.768,-23.59,-34.245,-16.035,-21.988,-23.065,-12.635,-10.042,-18.731,-28.339,-24.914,-31.607,-28.444,-23.593,-18.827,-26.16,-17.559,-14.668,-17.135,-15.659,-21.02,-22.521,-20.867,-15.875,-22.23,-20.892,-33.94,84.849,-17.611,-25.9,-22.794,-27.947,-21.847,-14.53,-21.659,-12.232,-6.588,-13.242,-10.878,-11.514,-8.962,-7.943,-7.993,-7.059,-6.49,2017
Senegal,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",160.571,162.826,168.329,177.008,184.154,194.559,201.662,193.665,184.444,180.178,173.647,166.75,161.519,157.576,206.57,217.235,222.537,223.251,226.85,224.412,224.67,224.675,228.474,225.459,220.712,219.36,221.416,227.09,237.318,233.187,232.979,236.287,237.912,234.057,224.936,225,224.823,221.956,217.987,216.45,214.49,213.874,212.258,213.008,213.572,2018
Senegal,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2008 Primary domestic currency: CFA franc Data last updated: 09/2019,30.605,32.374,38.002,42.451,47.435,53.621,56.904,54.554,53.559,53.8,53.974,53.028,53.024,52.63,69.526,75.141,77.271,78.65,79.428,80.078,80.682,83.145,85.139,85.098,85.535,86.996,88.834,94.043,100,97.752,98.953,102.321,103.772,104.509,103.377,103.51,104.378,105.752,106.243,107.291,108.9,110.534,112.192,113.874,115.583,2018
